predicted,actual,cancer_type
247.460663,372.271008,PR_U41
324.587982,372.271008,PR_U41
239.444000,372.271008,PR_U41
281.516327,372.271008,PR_U41
248.815643,372.271008,PR_U41
421.677002,372.271008,PR_U41
350.287354,372.271008,PR_U41
348.725006,372.271008,PR_U41
261.941986,372.271008,PR_U41
258.641357,372.271008,PR_U41
237.225998,372.271008,PR_U41
312.556000,372.271008,PR_U41
518.984009,372.271008,PR_U41
485.622009,372.271008,PR_U41
452.333984,372.271008,PR_U41
468.006012,372.271008,PR_U41
355.606018,372.271008,PR_U41
235.192993,372.271008,PR_U41
232.130981,372.271008,PR_U41
234.072998,372.271008,PR_U41
480.938049,372.271008,PR_U41
443.868011,372.271008,PR_U41
234.201996,372.271008,PR_U41
295.049011,372.271008,PR_U41
519.612000,372.271008,PR_U41
320.102966,372.271008,PR_U41
333.525024,372.271008,PR_U41
469.017029,372.271008,PR_U41
486.597992,372.271008,PR_U41
370.864502,372.271008,PR_U41
303.227966,372.271008,PR_U41
404.638489,372.271008,PR_U41
276.930481,372.271008,PR_U41
420.293304,372.271008,PR_PR12
512.143982,372.271008,PR_PR12
232.260010,372.271008,PR_PR12
364.600983,372.271008,PR_PR12
292.131012,372.271008,PR_PR12
251.592972,372.271008,PR_PR12
273.653992,372.271008,PR_PR12
257.189026,372.271008,PR_PR12
234.515991,372.271008,PR_PR12
230.000977,372.271008,PR_PR12
291.898987,372.271008,PR_PR12
435.858002,372.271008,PR_PR12
271.644653,372.271008,PR_PR12
247.583008,372.271008,PR_PR12
308.460022,372.271008,PR_PR12
316.204651,372.271008,PR_PR12
400.622009,372.271008,PR_PR12
382.022339,372.271008,PR_PR12
434.705017,372.271008,PR_PR12
419.686676,372.271008,PR_PR12
365.386017,372.271008,PR_PR12
339.868011,372.271008,PR_PR12
344.898010,372.271008,PR_PR12
367.939026,372.271008,PR_PR12
440.495026,372.271008,PR_PR12
475.964996,372.271008,PR_PR12
487.803040,372.271008,PR_PR12
253.223999,372.271008,PR_PR12
362.209015,372.271008,PR_PR12
319.315979,372.271008,PR_PR12
269.714020,372.271008,PR_PR12
278.389008,372.271008,PR_PR12
380.440002,372.271008,PR_PR12
282.743988,372.271008,PR_PR12
334.837982,372.271008,PR_PR12
466.087952,372.271008,PR_PR12
397.580017,372.271008,PR_PR12
442.632019,372.271008,PR_PR12
348.604004,372.271008,PR_PR12
245.548004,372.271008,PR_PR12
308.756012,372.271008,PR_PR12
299.922028,372.271008,PR_PR12
395.226013,372.271008,PR_PR12
278.624023,372.271008,PR_PR12
316.802002,372.271008,PR_PR12
424.866028,372.271008,PR_PR12
276.538025,372.271008,PR_PR12
336.334015,372.271008,PR_PR12
391.178009,372.271008,PR_PR12
315.714661,372.271008,PR_PR12
314.730652,372.271008,PR_PR12
403.273987,372.271008,PR_PR12
431.450012,372.271008,PR_PR12
472.181976,372.271008,PR_PR12
407.026978,372.271008,PR_PR12
263.899994,372.271008,PR_PR12
317.488983,372.271008,PR_PR12
496.329498,372.271008,PR_PR12
239.864014,372.271008,PR_PR12
302.815002,372.271008,PR_PR12
227.073334,372.271008,PR_PR12
282.614319,372.271008,PR_PR12
441.158997,372.271008,PR_PR12
351.025330,372.271008,PR_PR12
438.338959,372.271008,PR_PR12
243.241989,372.271008,PR_PR12
226.923996,372.271008,PR_PR12
306.694000,372.271008,PR_PR12
234.135986,372.271008,PR_PR12
279.726013,372.271008,PR_PR12
236.343994,372.271008,PR_PR12
282.352020,372.271008,PR_PR12
269.666992,372.271008,PR_PR12
259.901001,372.271008,PR_PR12
234.996994,372.271008,PR_PR12
248.392990,372.271008,PR_PR12
300.487976,372.271008,PR_PR12
451.441010,372.271008,PR_PR12
337.967987,372.271008,PR_PR12
305.589996,372.271008,PR_PR12
285.321991,372.271008,PR_PR12
320.690979,372.271008,PR_PR12
431.565002,372.271008,PR_PR12
371.829010,372.271008,PR_PR12
423.235016,372.271008,PR_PR12
436.839020,372.271008,PR_PR12
401.802002,372.271008,PR_PR12
240.539993,372.271008,PR_PR12
399.347992,372.271008,PR_PR12
449.621979,372.271008,PR_PR12
355.841980,372.271008,PR_PR12
420.293304,372.271008,PR_PR12
277.546692,372.271008,PR_PR23
225.621674,372.271008,PR_PR23
390.006012,372.271008,PR_PR23
356.826996,372.271008,PR_PR23
481.109039,372.271008,PR_PR23
270.034973,372.271008,PR_PR23
263.747986,372.271008,PR_PR23
284.492981,372.271008,PR_PR23
303.117981,372.271008,PR_PR23
229.195999,372.271008,PR_PR23
296.131989,372.271008,PR_PR23
248.663330,372.271008,PR_PR23
493.131012,372.271008,PR_PR23
285.239685,372.271008,PR_PR23
280.660980,372.271008,PR_PR23
323.356995,372.271008,PR_PR23
339.695007,372.271008,PR_PR23
271.071655,372.271008,PR_PR23
341.091980,372.271008,PR_PR23
325.269989,372.271008,PR_PR23
233.386017,372.271008,PR_PR23
283.237000,372.271008,PR_PR23
429.809998,372.271008,PR_PR23
396.846985,372.271008,PR_PR23
392.269989,372.271008,PR_PR23
433.763000,372.271008,PR_PR23
433.424988,372.271008,PR_PR23
387.138000,372.271008,PR_PR23
454.434998,372.271008,PR_PR23
392.653992,372.271008,PR_PR23
237.262985,372.271008,PR_PR23
425.712006,372.271008,PR_PR23
440.457947,372.271008,PR_PR23
287.935974,372.271008,PR_PR23
243.407990,372.271008,PR_PR23
262.251984,372.271008,PR_PR23
255.359985,372.271008,PR_PR23
304.273987,372.271008,PR_PR23
